TMW Order #,TMW Leg #,Doc Type,Carrier Invoice #,Carrier Amount,Carrier Invoice Date,Approved Date,Transflo
116316,116952,CI,220517,325,1/29/2024,1/29/2024,APPROVED
117344,117986,CI,12590,3300,1/29/2024,1/29/2024,APPROVED
115660,116294,BL,,,,1/29/2024,COMPLETED
116369,117005,CI,220514,75,1/29/2024,1/29/2024,APPROVED
117152,117792,BL,,,,1/29/2024,COMPLETED
117538,118180,BL,,,,1/29/2024,COMPLETED
114475,115108,POD,,,,1/29/2024,COMPLETED
117405,118047,POD,,,,1/29/2024,COMPLETED
117402,118044,BL,,,,1/29/2024,COMPLETED
115732,116365,BL,,,,1/29/2024,COMPLETED
116844,117481,POD,,,,1/29/2024,COMPLETED
114992,115626,BL,,,,1/29/2024,COMPLETED
115767,116400,POD,,,,1/29/2024,COMPLETED
117458,118100,POD,,,,1/29/2024,COMPLETED
118195,118837,CI,12670,3300,1/29/2024,1/29/2024,APPROVED
116349,116985,BL,,,,1/29/2024,COMPLETED
117327,117968,POD,,,,1/29/2024,COMPLETED
115009,115643,POD,,,,1/29/2024,COMPLETED
118163,118805,BL,,,,1/29/2024,COMPLETED
114870,115503,BL,,,,1/29/2024,COMPLETED
115707,116341,BL,,,,1/29/2024,COMPLETED
117359,118001,POD,,,,1/29/2024,COMPLETED
117359,118001,WGT,,,,1/29/2024,COMPLETED
116463,117099,BL,,,,1/29/2024,COMPLETED
117342,117984,CI,12589,3300,1/29/2024,1/29/2024,APPROVED
115875,116509,BL,,,,1/29/2024,COMPLETED
117215,117855,BL,,,,1/29/2024,COMPLETED
115875,116509,BL,,,,1/29/2024,COMPLETED
116898,117535,BL,,,,1/29/2024,COMPLETED
115875,116509,BL,,,,1/29/2024,COMPLETED
116314,116950,CI,220516,225,1/29/2024,1/29/2024,APPROVED
116810,117447,CI,12536,650,1/29/2024,1/29/2024,APPROVED
116942,117580,POD,,,,1/29/2024,COMPLETED
118081,118723,BL,,,,1/29/2024,COMPLETED
117711,118353,BL,,,,1/29/2024,COMPLETED
115907,116542,BL,,,,1/29/2024,COMPLETED
117722,118364,CI,12625,1400,1/29/2024,1/29/2024,APPROVED
116351,116987,POD,,,,1/26/2024,COMPLETED
117404,118046,BL,,,,1/29/2024,COMPLETED
116760,117397,BL,,,,1/27/2024,COMPLETED
116324,116960,POD,,,,1/27/2024,COMPLETED
116394,117030,BL,,,,1/29/2024,COMPLETED
117157,117797,POD,,,,1/29/2024,COMPLETED
116324,116960,POD,,,,1/27/2024,COMPLETED
117649,118291,BL,,,,1/29/2024,COMPLETED
114784,115417,POD,,,,1/29/2024,COMPLETED
117359,118001,POD,,,,1/29/2024,COMPLETED
117157,117797,POD,,,,1/29/2024,COMPLETED
116324,116960,POD,,,,1/27/2024,COMPLETED
115770,116403,POD,,,,1/29/2024,COMPLETED
116331,116967,BL,,,,1/27/2024,COMPLETED
116712,117349,BL,,,,1/27/2024,COMPLETED
117359,118001,WGT,,,,1/29/2024,COMPLETED
113050,113681,BL,,,,1/27/2024,COMPLETED
116320,116956,POD,,,,1/27/2024,COMPLETED
116320,116956,BL,,,,1/27/2024,COMPLETED
94287,94840,BL,,,,1/29/2024,COMPLETED
117359,118001,POD,,,,1/29/2024,COMPLETED
115695,116329,POD,,,,1/29/2024,COMPLETED
117359,118001,WGT,,,,1/29/2024,COMPLETED
116320,116956,POD,,,,1/27/2024,COMPLETED
117159,117799,CI,12569,300,1/29/2024,1/29/2024,APPROVED
116322,116958,BL,,,,1/27/2024,COMPLETED
116322,116958,WGT,,,,1/27/2024,COMPLETED
115161,115795,POD,,,,1/29/2024,COMPLETED
114483,115116,POD,,,,1/29/2024,COMPLETED
115161,115795,POD,,,,1/29/2024,COMPLETED
116322,116958,POD,,,,1/27/2024,COMPLETED
116322,116958,BL,,,,1/27/2024,COMPLETED
116322,116958,BL,,,,1/27/2024,COMPLETED
117766,118409,CI,12622,3300,1/29/2024,1/29/2024,APPROVED
115654,116288,POD,,,,1/29/2024,COMPLETED
116322,116958,BL,,,,1/27/2024,COMPLETED
116322,116958,WGT,,,,1/27/2024,COMPLETED
116322,116958,POD,,,,1/27/2024,COMPLETED
117352,117994,CI,45,75,1/29/2024,1/29/2024,APPROVED
117417,118059,CI,12599,650,1/29/2024,1/29/2024,APPROVED
116322,116958,BL,,,,1/27/2024,COMPLETED
116322,116958,BL,,,,1/27/2024,COMPLETED
116071,116706,CI,116071,3750,1/29/2024,1/29/2024,APPROVED
117302,117942,CI,12811,500,1/29/2024,1/29/2024,APPROVED
117664,118306,CI,117664,435,1/29/2024,1/29/2024,APPROVED
116819,117456,CI,12810,500,1/29/2024,1/29/2024,APPROVED
114889,115522,CI,OTR-13939964,1050,1/29/2024,1/29/2024,APPROVED
117908,118550,CI,OTR-13938449,775,1/29/2024,1/29/2024,APPROVED
116320,116956,BL,,,,1/27/2024,COMPLETED
117179,117819,POD,,,,1/29/2024,COMPLETED
115923,116558,BL,,,,1/29/2024,COMPLETED
117488,118130,POD,,,,1/29/2024,COMPLETED
113050,113681,BL,,,,1/27/2024,COMPLETED
116320,116956,POD,,,,1/27/2024,COMPLETED
117427,118069,BL,,,,1/29/2024,COMPLETED
116320,116956,POD,,,,1/27/2024,COMPLETED
117450,118092,POD,,,,1/29/2024,COMPLETED
116712,117349,BL,,,,1/27/2024,COMPLETED
117697,118339,POD,,,,1/29/2024,COMPLETED
116760,117397,BL,,,,1/27/2024,COMPLETED
116282,116918,BL,,,,1/28/2024,COMPLETED
116325,116961,POD,,,,1/27/2024,COMPLETED
116331,116967,BL,,,,1/27/2024,COMPLETED
114784,115417,CI,114784,660,1/29/2024,1/29/2024,APPROVED
117649,118291,POD,,,,1/29/2024,COMPLETED
116090,116725,POD,,,,1/29/2024,COMPLETED
116325,116961,POD,,,,1/27/2024,COMPLETED
118081,118723,POD,,,,1/29/2024,COMPLETED
116325,116961,POD,,,,1/27/2024,COMPLETED
116349,116985,CI,220519,75,1/29/2024,1/29/2024,APPROVED
116325,116961,POD,,,,1/27/2024,COMPLETED
116617,117254,POD,,,,1/29/2024,COMPLETED
116643,117280,BL,,,,1/27/2024,COMPLETED
116325,116961,POD,,,,1/27/2024,COMPLETED
117257,117897,POD,,,,1/29/2024,COMPLETED
115654,116288,CI,FV6269,1857,1/29/2024,1/29/2024,APPROVED
116324,116960,POD,,,,1/27/2024,COMPLETED
116324,116960,POD,,,,1/27/2024,COMPLETED
117499,118141,BL,,,,1/27/2024,COMPLETED
116624,117261,POD,,,,1/29/2024,COMPLETED
116403,117039,POD,,,,1/29/2024,COMPLETED
109708,110330,BL,,,,1/27/2024,COMPLETED
116324,116960,POD,,,,1/27/2024,COMPLETED
117236,117876,CI,117236,565,1/29/2024,1/29/2024,APPROVED
117651,118293,POD,,,,1/29/2024,COMPLETED
117140,117780,POD,,,,1/29/2024,COMPLETED
112627,113257,BL,,,,1/27/2024,COMPLETED
116282,116918,POD,,,,1/28/2024,COMPLETED
114870,115503,CI,220520,470,1/29/2024,1/29/2024,APPROVED
115701,116335,CI,FV6268,1586,1/29/2024,1/29/2024,APPROVED
117236,117876,POD,,,,1/29/2024,COMPLETED
115720,116354,BL,,,,1/27/2024,COMPLETED
116733,117370,POD,,,,1/29/2024,COMPLETED
117215,117855,CI,220522,470,1/29/2024,1/29/2024,APPROVED
116628,117265,CI,801,2850,1/29/2024,1/29/2024,APPROVED
117317,117957,BL,,,,1/28/2024,COMPLETED
117504,118146,POD,,,,1/29/2024,COMPLETED
115907,116542,CI,220521,470,1/29/2024,1/29/2024,APPROVED
116700,117337,BL,,,,1/27/2024,COMPLETED
116700,117337,BL,,,,1/27/2024,COMPLETED
113583,114214,BL,,,,1/29/2024,COMPLETED
117367,118009,POD,,,,1/29/2024,COMPLETED
114736,115369,BL,,,,1/28/2024,COMPLETED
112514,113143,POD,,,,1/29/2024,COMPLETED
114981,115615,BL,,,,1/29/2024,COMPLETED
114980,115614,BL,,,,1/29/2024,COMPLETED
114981,115615,CI,77FV,300,1/29/2024,1/29/2024,APPROVED
115409,116043,BL,,,,1/29/2024,COMPLETED
117920,118562,CI,OTR-13938465,775,1/29/2024,1/29/2024,APPROVED
116769,117406,BL,,0,1/29/2024,1/29/2024,COMPLETED
115563,116197,CI,2401FT12,885,1/29/2024,1/29/2024,APPROVED
115422,116056,BL,,,,1/29/2024,COMPLETED
116812,117449,CI,12597,700,1/29/2024,1/29/2024,APPROVED
115423,116057,BL,,,,1/29/2024,COMPLETED
115936,116571,CI,115936,525,1/29/2024,1/29/2024,APPROVED
118197,118839,CI,12669,3300,1/29/2024,1/29/2024,APPROVED
109156,109777,POD,,,,1/29/2024,COMPLETED
117135,117775,POD,,,,1/29/2024,COMPLETED
116675,117312,BL,,,,1/29/2024,COMPLETED
115711,116345,CI,21170974,2000,1/19/2024,1/29/2024,APPROVED - AUTO
116675,117312,POD,,,,1/29/2024,COMPLETED
116065,116700,CI,12481,300,1/29/2024,1/29/2024,APPROVED
116496,117132,POD,,,,1/29/2024,COMPLETED
115711,116345,POD,,,,1/29/2024,COMPLETED
116325,116961,POD,,,,1/27/2024,COMPLETED
117807,118449,POD,,,,1/29/2024,COMPLETED
117855,118497,POD,,,,1/29/2024,COMPLETED
116099,116734,POD,,,,1/26/2024,COMPLETED
116345,116981,CI,4739,850,1/29/2024,1/29/2024,APPROVED
116137,116772,BL,,,,1/29/2024,COMPLETED
117855,118497,POD,,,,1/29/2024,COMPLETED
115875,116509,CI,115875,1500,1/29/2024,1/29/2024,APPROVED
115890,116525,BL,,,,1/29/2024,COMPLETED
115798,116431,POD,,,,1/29/2024,COMPLETED
116942,117580,CI,1016,1199,1/29/2024,1/29/2024,APPROVED
116633,117270,BL,,,,1/29/2024,COMPLETED
117045,117684,BL,,,,1/29/2024,COMPLETED
117720,118362,CI,12620,3300,1/29/2024,1/29/2024,APPROVED
116058,116693,CI,4738,1000,1/29/2024,1/29/2024,APPROVED
117152,117792,CI,44,75,1/29/2024,1/29/2024,APPROVED
117336,117978,CI,OTR-13938772,1150,1/29/2024,1/29/2024,APPROVED
118198,118840,CI,12672,3300,1/29/2024,1/29/2024,APPROVED
116617,117254,CI,2024-2021A,3050,1/29/2024,1/29/2024,APPROVED
116854,117491,BL,,,,1/29/2024,COMPLETED
116861,117498,CI,116861,2000,1/29/2024,1/29/2024,APPROVED - AUTO
116358,116994,BL,,,,1/29/2024,COMPLETED
117214,117854,BL,,,,1/29/2024,COMPLETED
117460,118102,BL,,,,1/29/2024,COMPLETED
116803,117440,BL,,,,1/29/2024,COMPLETED
116780,117417,POD,,,,1/29/2024,COMPLETED
116424,117060,BL,,,,1/29/2024,COMPLETED
116861,117498,POD,,,,1/29/2024,COMPLETED
117651,118293,CI,201,4285,1/29/2024,1/29/2024,APPROVED
102216,102798,BL,,,,1/29/2024,COMPLETED
102216,102798,BL,,,,1/29/2024,COMPLETED
116463,117099,POD,,,,1/29/2024,COMPLETED
117721,118363,CI,12621,3300,1/29/2024,1/29/2024,APPROVED
102216,102798,BL,,,,1/29/2024,COMPLETED
117141,117781,POD,,,,1/29/2024,COMPLETED
102216,102798,BL,,,,1/29/2024,COMPLETED
117711,118353,POD,,,,1/29/2024,COMPLETED
115923,116558,CI,1/29/2024,3750,1/29/2024,1/29/2024,APPROVED
117344,117986,BL,,,,1/29/2024,COMPLETED
115694,116328,POD,,,,1/29/2024,COMPLETED
109156,109777,CI,IN-002816,3600,1/29/2024,1/29/2024,APPROVED
117199,117839,POD,,,,1/29/2024,COMPLETED
117408,118050,POD,,,,1/29/2024,COMPLETED
112815,113445,POD,,,,1/29/2024,COMPLETED
112815,113445,CI,MK-161004,1550,1/29/2024,1/29/2024,APPROVED - AUTO
115929,116564,POD,,,,1/29/2024,COMPLETED
115701,116335,POD,,,,1/29/2024,COMPLETED
116693,117330,POD,,,,1/29/2024,COMPLETED
118195,118837,BL,,,,1/29/2024,COMPLETED
116677,117314,POD,,,,1/29/2024,COMPLETED
115422,116056,CI,78FV,300,1/29/2024,1/29/2024,APPROVED
116693,117330,POD,,,,1/29/2024,COMPLETED
117342,117984,BL,,,,1/29/2024,COMPLETED
116869,117506,POD,,,,1/29/2024,COMPLETED
115276,115910,WGT,,0,1/25/2024,1/25/2024,COMPLETED
112143,112768,BL,,,,1/29/2024,COMPLETED
116895,117532,POD,,,,1/29/2024,COMPLETED
116867,117504,POD,,,,1/29/2024,COMPLETED
116868,117505,POD,,,,1/29/2024,COMPLETED
117664,118306,BL,,,,1/29/2024,COMPLETED
115423,116057,CI,79FV,300,1/29/2024,1/29/2024,APPROVED
117132,117772,POD,,,,1/29/2024,COMPLETED
117663,118305,POD,,,,1/27/2024,COMPLETED
116724,117361,BL,,,,1/29/2024,COMPLETED
116724,117361,POD,,,,1/29/2024,COMPLETED
117664,118306,BL,,,,1/29/2024,COMPLETED
117448,118090,BL,,,,1/29/2024,COMPLETED
116859,117496,POD,,,,1/29/2024,COMPLETED
117908,118550,BL,,,,1/29/2024,COMPLETED
116810,117447,BL,,,,1/29/2024,COMPLETED
117663,118305,POD,,,,1/27/2024,COMPLETED
116607,117244,BL,,,,1/29/2024,COMPLETED
116418,117054,CI,21168247,750,1/19/2024,1/29/2024,APPROVED - AUTO
116137,116772,CI,81FV,300,1/29/2024,1/29/2024,APPROVED
116418,117054,BL,,,,1/29/2024,COMPLETED
117648,118290,BL,,,,1/29/2024,COMPLETED
115890,116525,CI,80FV,300,1/29/2024,1/29/2024,APPROVED
116764,117401,BL,,,,1/29/2024,COMPLETED
116633,117270,CI,82FV,300,1/29/2024,1/29/2024,APPROVED
117323,117964,CI,13820,650,1/29/2024,1/29/2024,APPROVED
117186,117826,CI,42,250,1/29/2024,1/29/2024,APPROVED
117045,117684,CI,74FV,300,1/29/2024,1/29/2024,APPROVED
114642,115275,CI,4737,1000,1/29/2024,1/29/2024,APPROVED
117188,117828,CI,43,250,1/29/2024,1/29/2024,APPROVED
116329,116965,CI,1013889,3200,1/27/2024,1/27/2024,APPROVED
114743,115376,CI,1609148,1790,1/27/2024,1/27/2024,APPROVED
116089,116724,CI,4740,1000,1/29/2024,1/29/2024,APPROVED
114889,115522,BL,,,,1/29/2024,COMPLETED
116676,117313,BL,,,,1/29/2024,COMPLETED
117257,117897,BL,,,,1/29/2024,COMPLETED
117285,117925,POD,,,,1/29/2024,COMPLETED
116944,117582,CI,4741,900,1/29/2024,1/29/2024,APPROVED
116928,117565,BL,,,,1/29/2024,COMPLETED
116136,116771,BL,,,,1/29/2024,COMPLETED
117141,117781,BL,,,,1/29/2024,COMPLETED
117323,117964,BL,,,,1/29/2024,COMPLETED
117199,117839,BL,,,,1/29/2024,COMPLETED
116665,117302,POD,,,,1/29/2024,COMPLETED
117140,117780,BL,,,,1/29/2024,COMPLETED
117680,118322,BL,,,,1/29/2024,COMPLETED
117680,118322,WGT,,,,1/29/2024,COMPLETED
109316,109938,BL,,,,1/29/2024,COMPLETED
116780,117417,BL,,,,1/29/2024,COMPLETED
115923,116558,BL,,,,1/29/2024,COMPLETED
115923,116558,BL,,,,1/29/2024,COMPLETED
113583,114214,CI,83FV,300,1/29/2024,1/29/2024,APPROVED
116693,117330,CI,116693,600,1/29/2024,1/29/2024,APPROVED
115840,116473,CI,115840,600,1/29/2024,1/29/2024,APPROVED
116675,117312,CI,116675,700,1/29/2024,1/29/2024,APPROVED
116895,117532,CI,5786,700,1/29/2024,1/29/2024,APPROVED
116261,116897,CI,4384,750,1/29/2024,1/29/2024,APPROVED
117128,117768,BL,,0,1/25/2024,1/25/2024,COMPLETED
116859,117496,CI,5788,700,1/29/2024,1/29/2024,APPROVED
116607,117244,CI,4685,850,1/29/2024,1/29/2024,APPROVED
116352,116988,POD,,,,1/29/2024,COMPLETED
117648,118290,CI,117648,1375,1/29/2024,1/29/2024,APPROVED
113384,114016,POD,,,,1/29/2024,COMPLETED
116800,117437,POD,,,,1/29/2024,COMPLETED
116941,117579,BL,,,,1/29/2024,COMPLETED
116800,117437,POD,,,,1/29/2024,COMPLETED
117186,117826,POD,,,,1/29/2024,COMPLETED
116800,117437,CI,116800,700,1/29/2024,1/29/2024,APPROVED - AUTO
116941,117579,BL,,,,1/29/2024,COMPLETED
114112,114741,POD,,,,1/29/2024,COMPLETED
116135,116770,BL,,,,1/29/2024,COMPLETED
116800,117437,POD,,,,1/29/2024,COMPLETED
117919,118561,POD,,,,1/29/2024,COMPLETED
116800,117437,POD,,,,1/29/2024,COMPLETED
117919,118561,POD,,,,1/29/2024,COMPLETED
115840,116473,POD,,,,1/29/2024,COMPLETED
115840,116473,POD,,,,1/29/2024,COMPLETED
116866,117503,CI,116866,700,1/29/2024,1/29/2024,APPROVED - AUTO
116856,117493,POD,,,,1/29/2024,COMPLETED
116866,117503,POD,,,,1/29/2024,COMPLETED
116856,117493,POD,,,,1/29/2024,COMPLETED
116866,117503,POD,,,,1/29/2024,COMPLETED
112740,113369,POD,,,,1/29/2024,COMPLETED
116866,117503,POD,,,,1/29/2024,COMPLETED
116866,117503,POD,,,,1/29/2024,COMPLETED
115762,116395,BL,,,,1/29/2024,COMPLETED
117325,117966,BL,,,,1/29/2024,COMPLETED
117800,118442,POD,,,,1/29/2024,COMPLETED
117800,118442,WGT,,,,1/29/2024,COMPLETED
116604,117241,WGT,,0,1/25/2024,1/25/2024,COMPLETED
113340,113971,BL,,,,1/29/2024,COMPLETED
117179,117819,CI,104271,1500,1/29/2024,1/29/2024,APPROVED
116856,117493,CI,116856,700,1/29/2024,1/29/2024,APPROVED - AUTO
116856,117493,POD,,,,1/29/2024,COMPLETED
115694,116328,CI,SB-103133,1850,1/29/2024,1/29/2024,APPROVED
117427,118069,CI,104287,1900,1/29/2024,1/29/2024,APPROVED
116856,117493,POD,,,,1/29/2024,COMPLETED
116854,117491,CI,104251,2000,1/29/2024,1/29/2024,APPROVED
117214,117854,CI,104270,1900,1/29/2024,1/29/2024,APPROVED
117665,118307,POD,,,,1/29/2024,COMPLETED
117665,118307,BL,,,,1/29/2024,COMPLETED
117665,118307,POD,,,,1/29/2024,COMPLETED
117665,118307,BL,,,,1/29/2024,COMPLETED
117665,118307,POD,,,,1/29/2024,COMPLETED
118023,118665,POD,,,,1/29/2024,COMPLETED
117808,118450,BL,,,,1/29/2024,COMPLETED
117808,118450,POD,,,,1/29/2024,COMPLETED
118023,118665,CI,805,434,1/29/2024,1/29/2024,APPROVED - AUTO
117359,118001,POD,,,,1/29/2024,COMPLETED
117359,118001,WGT,,,,1/29/2024,COMPLETED
117771,118414,POD,,,,1/29/2024,COMPLETED
118024,118666,POD,,,,1/29/2024,COMPLETED
118024,118666,WGT,,,,1/29/2024,COMPLETED
116662,117299,POD,,,,1/29/2024,COMPLETED
117660,118302,POD,,,,1/29/2024,COMPLETED
117359,118001,CI,OTR-13938832,600,1/29/2024,1/29/2024,APPROVED
113840,114467,POD,,,,1/29/2024,COMPLETED
116326,116962,CI,116326,450,1/29/2024,1/29/2024,APPROVED - AUTO
115921,116556,POD,,,,1/29/2024,COMPLETED
116664,117301,BL,,,,1/29/2024,COMPLETED
117460,118102,CI,104288,1900,1/29/2024,1/29/2024,APPROVED
117534,118176,BL,,,,1/29/2024,COMPLETED
117336,117978,BL,,,,1/29/2024,COMPLETED
115936,116571,BL,,,,1/29/2024,COMPLETED
117448,118090,CI,104286,1900,1/29/2024,1/29/2024,APPROVED
115923,116558,BL,,,,1/29/2024,COMPLETED
118077,118719,BL,,,,1/29/2024,COMPLETED
117490,118132,CI,177503,3150,1/29/2024,1/29/2024,APPROVED
112740,113369,CI,OTR-13885064,1200,1/29/2024,1/29/2024,APPROVED
116901,117538,BL,,,,1/29/2024,COMPLETED
116668,117305,CI,116668,450,1/29/2024,1/29/2024,APPROVED - AUTO
118079,118721,BL,,,,1/29/2024,COMPLETED
113384,114016,CI,749826,830,1/29/2024,1/29/2024,APPROVED
117646,118288,BL,,,,1/29/2024,COMPLETED
117082,117721,CI,66428,770,1/29/2024,1/29/2024,APPROVED
116134,116769,CI,INV-10276,3999,1/29/2024,1/29/2024,APPROVED
116668,117305,POD,,,,1/29/2024,COMPLETED
117647,118289,BL,,,,1/29/2024,COMPLETED
116661,117298,BL,,,,1/29/2024,COMPLETED
118174,118816,CI,118174,750,1/29/2024,1/29/2024,APPROVED
114668,115301,BL,,,,1/29/2024,COMPLETED
114668,115301,POD,,,,1/29/2024,COMPLETED
118079,118721,CI,118079,1375,1/29/2024,1/29/2024,APPROVED
117646,118288,CI,117646,1375,1/29/2024,1/29/2024,APPROVED
117647,118289,CI,117647,1375,1/29/2024,1/29/2024,APPROVED
116661,117298,CI,1043991,2000,1/29/2024,1/29/2024,APPROVED
117157,117797,CI,117157,1710,1/29/2024,1/29/2024,APPROVED
115799,116432,CI,31576,1885,1/29/2024,1/29/2024,APPROVED
118163,118805,CI,118163,700,1/29/2024,1/29/2024,APPROVED
115201,115835,CI,1485212,1700,1/30/2024,1/30/2024,APPROVED
117296,117936,BL,,,,1/30/2024,COMPLETED
118188,118830,BL,,,,1/30/2024,COMPLETED
118273,118918,BL,,,,1/30/2024,COMPLETED
118223,118865,POD,,,,1/30/2024,COMPLETED
117316,117956,CI,1013921,2600,1/30/2024,1/30/2024,APPROVED
114202,114832,POD,,,,1/30/2024,COMPLETED
116681,117318,BL,,,,1/30/2024,COMPLETED
118262,118906,CI,118262,700,1/30/2024,1/30/2024,APPROVED
116908,117545,POD,,,,1/30/2024,COMPLETED
118189,118831,BL,,,,1/30/2024,COMPLETED
116908,117545,WGT,,,,1/30/2024,COMPLETED
117496,118138,BL,,,,1/30/2024,COMPLETED
116225,116861,POD,,,,1/30/2024,COMPLETED
114713,115346,BL,,,,1/30/2024,COMPLETED
117496,118138,BL,,,,1/30/2024,COMPLETED
117476,118118,POD,,,,1/30/2024,COMPLETED
118223,118865,CI,118223,700,1/30/2024,1/30/2024,APPROVED
116851,117488,BL,,,,1/30/2024,COMPLETED
80869,81363,CI,80869,900,1/30/2024,1/30/2024,APPROVED
116296,116932,CI,116296,1950,1/30/2024,1/30/2024,APPROVED
114961,115595,POD,,,,1/30/2024,COMPLETED
113828,114455,CI,151128,1000,1/30/2024,1/30/2024,APPROVED
118187,118829,CI,17306,75,1/30/2024,1/30/2024,APPROVED
118271,118916,CI,17305,225,1/30/2024,1/30/2024,APPROVED
115723,116357,POD,,,,1/30/2024,COMPLETED
115599,116233,POD,,,,1/30/2024,COMPLETED
118272,118917,CI,17307,225,1/30/2024,1/30/2024,APPROVED
112514,113143,CI,AM-164004,1400,1/29/2024,1/29/2024,APPROVED
115925,116560,CI,LF4358,3975,1/30/2024,1/30/2024,APPROVED
116296,116932,BL,,,,1/30/2024,COMPLETED
116759,117396,POD,,,,1/30/2024,COMPLETED
116759,117396,WGT,,,,1/30/2024,COMPLETED
117799,118441,CI,117799,700,1/30/2024,1/30/2024,APPROVED
117110,117750,CI,117110,450,1/30/2024,1/30/2024,APPROVED
117997,118639,CI,117997,700,1/30/2024,1/30/2024,APPROVED
115055,115689,CI,23-45278,2600,1/30/2024,1/30/2024,APPROVED
116905,117542,POD,,,,1/30/2024,COMPLETED
116905,117542,WGT,,,,1/30/2024,COMPLETED
117286,117926,CI,61077,720,1/30/2024,1/30/2024,APPROVED
116297,116933,CI,116297,1950,1/30/2024,1/30/2024,APPROVED
116295,116931,CI,116295,1950,1/30/2024,1/30/2024,APPROVED
116722,117359,POD,,,,1/30/2024,COMPLETED
116722,117359,WGT,,,,1/30/2024,COMPLETED
117948,118590,CI,17270,75,1/30/2024,1/30/2024,APPROVED
117951,118593,CI,17269,75,1/30/2024,1/30/2024,APPROVED
115651,116285,POD,,,,1/26/2024,COMPLETED
113815,114442,BL,,,,1/30/2024,COMPLETED
118188,118830,CI,17304,75,1/30/2024,1/30/2024,APPROVED
115833,116465,POD,,,,1/30/2024,COMPLETED
118273,118918,CI,17302,225,1/30/2024,1/30/2024,APPROVED
116813,117450,CI,1168,1900,1/30/2024,1/30/2024,APPROVED - AUTO
118189,118831,CI,17303,75,1/30/2024,1/30/2024,APPROVED
116813,117450,POD,,,,1/30/2024,COMPLETED
116125,116760,POD,,,,1/30/2024,COMPLETED
106288,106892,CI,79951,1500,1/30/2024,1/30/2024,APPROVED
117715,118357,POD,,,,1/29/2024,COMPLETED
118078,118720,BL,,,,1/29/2024,COMPLETED
116911,117548,POD,,,,1/29/2024,COMPLETED
115375,116009,POD,,,,1/29/2024,COMPLETED
115898,116533,BL,,,,1/29/2024,COMPLETED
117777,118419,WGT,,,,1/29/2024,COMPLETED
117777,118419,BL,,,,1/29/2024,COMPLETED
116801,117438,BL,,,,1/30/2024,COMPLETED
117877,118519,BL,,,,1/30/2024,COMPLETED
116801,117438,BL,,,,1/30/2024,COMPLETED
116858,117495,CI,27-Jan,700,1/30/2024,1/30/2024,APPROVED - AUTO
116858,117495,BL,,,,1/30/2024,COMPLETED
116858,117495,POD,,,,1/30/2024,COMPLETED
118278,118923,BL,,,,1/30/2024,COMPLETED
116865,117502,BL,,,,1/30/2024,COMPLETED
116865,117502,POD,,,,1/30/2024,COMPLETED
116865,117502,CI,28-Jan,700,1/30/2024,1/30/2024,APPROVED - AUTO
117883,118525,BL,,,,1/30/2024,COMPLETED
117883,118525,BL,,,,1/30/2024,COMPLETED
117883,118525,BL,,,,1/30/2024,COMPLETED
117271,117911,BL,,,,1/30/2024,COMPLETED
113216,113849,BL,,,,1/30/2024,COMPLETED
116871,117508,BL,,,,1/30/2024,COMPLETED
118187,118829,BL,,,,1/30/2024,COMPLETED
117114,117754,BL,,,,1/30/2024,COMPLETED
109785,110406,BL,,,,1/30/2024,COMPLETED
118243,118887,WGT,,,,1/30/2024,COMPLETED
117662,118304,BL,,,,1/30/2024,COMPLETED
117845,118487,BL,,,,1/30/2024,COMPLETED
113216,113849,BL,,,,1/30/2024,COMPLETED
118243,118887,WGT,,,,1/30/2024,COMPLETED
104009,104604,BL,,,,1/30/2024,COMPLETED
118243,118887,BL,,,,1/30/2024,COMPLETED
117304,117944,BL,,,,1/30/2024,COMPLETED
118220,118862,BL,,,,1/30/2024,COMPLETED
118271,118916,BL,,,,1/30/2024,COMPLETED
118037,118679,BL,,,,1/30/2024,COMPLETED
117952,118594,BL,,,,1/30/2024,COMPLETED
118220,118862,WGT,,,,1/30/2024,COMPLETED
118272,118917,BL,,,,1/30/2024,COMPLETED
114474,115107,BL,,,,1/30/2024,COMPLETED
104009,104604,BL,,,,1/30/2024,COMPLETED
117357,117999,BL,,,,1/30/2024,COMPLETED
117842,118484,BL,,,,1/30/2024,COMPLETED
118074,118716,CI,118074,945,1/30/2024,1/30/2024,APPROVED
118484,119129,BL,,,,1/30/2024,COMPLETED
115514,116148,BL,,,,1/30/2024,COMPLETED
114727,115360,BL,,,,1/30/2024,COMPLETED
114557,115190,BL,,,,1/30/2024,COMPLETED
115521,116155,BL,,,,1/30/2024,COMPLETED
117325,117966,CI,51139,1350,1/29/2024,1/29/2024,APPROVED
117534,118176,CI,117534,1200,1/29/2024,1/29/2024,APPROVED
118077,118719,CI,118077,1375,1/29/2024,1/29/2024,APPROVED
116075,116710,CI,12479,300,1/30/2024,1/30/2024,APPROVED
116901,117538,CI,116901,1200,1/29/2024,1/29/2024,APPROVED
117877,118519,CI,1013940,3200,1/30/2024,1/30/2024,APPROVED
117271,117911,CI,1013936,3160,1/30/2024,1/30/2024,APPROVED
116431,117067,POD,,,,1/30/2024,COMPLETED
117844,118486,BL,,,,1/30/2024,COMPLETED
118311,118956,CI,12679,3300,1/30/2024,1/30/2024,APPROVED
116753,117390,POD,,,,1/30/2024,COMPLETED
117247,117887,POD,,,,1/30/2024,COMPLETED
117475,118117,POD,,,,1/30/2024,COMPLETED
