TMW Order #,TMW Leg #,Doc Type,Carrier Invoice #,Carrier Amount,Carrier Invoice Date,Approved Date,Transflo
116946,117585,POD,,,,1/25/2024,COMPLETED
113525,114156,BL,,,,1/25/2024,COMPLETED
111832,,POD,,,,1/25/2024,COMPLETED
116781,117418,BL,,,,1/25/2024,COMPLETED
115205,115839,CI,90260,3450,1/25/2024,1/25/2024,APPROVED
114401,115033,BL,,,,1/25/2024,COMPLETED
117125,117765,CI,472297,1092,1/25/2024,1/25/2024,APPROVED
114401,115033,BL,,,,1/25/2024,COMPLETED
112904,113535,CI,261358,1500,1/25/2024,1/25/2024,APPROVED
115659,116293,CI,RB-101104,1586,1/25/2024,1/25/2024,APPROVED
117339,117981,CI,338,650,1/25/2024,1/25/2024,APPROVED
114250,114880,CI,RB-101103,1850,1/25/2024,1/25/2024,APPROVED
111717,112338,CI,5364,750,1/25/2024,1/25/2024,APPROVED
111410,112031,CI,5365,950,1/25/2024,1/25/2024,APPROVED
114102,114731,CI,525,1400,1/25/2024,1/25/2024,APPROVED
114735,115368,POD,,,,1/25/2024,COMPLETED
115370,116004,POD,,,,1/25/2024,COMPLETED
111116,111739,CI,5374,722,1/25/2024,1/25/2024,APPROVED
117243,117883,WGT,,,,1/25/2024,COMPLETED
117243,117883,POD,,,,1/25/2024,COMPLETED
117243,117883,WGT,,,,1/25/2024,COMPLETED
115399,116033,POD,,,,1/25/2024,COMPLETED
117244,117884,WGT,,,,1/25/2024,COMPLETED
117130,117770,BL,,,,1/25/2024,COMPLETED
117244,117884,POD,,,,1/25/2024,COMPLETED
117244,117884,WGT,,,,1/25/2024,COMPLETED
117200,117840,CI,117200,600,1/25/2024,1/25/2024,APPROVED
117520,118162,WGT,,,,1/25/2024,COMPLETED
117520,118162,POD,,,,1/25/2024,COMPLETED
115229,115863,CI,116573,1790,1/25/2024,1/25/2024,APPROVED
116927,117564,WGT,,,,1/25/2024,COMPLETED
116927,117564,POD,,,,1/25/2024,COMPLETED
111411,112032,CI,5362,950,1/25/2024,1/25/2024,APPROVED
113598,114229,CI,30833,260,1/25/2024,1/25/2024,APPROVED
116931,117568,WGT,,,,1/25/2024,COMPLETED
116931,117568,POD,,,,1/25/2024,COMPLETED
116931,117568,WGT,,,,1/25/2024,COMPLETED
113595,114226,CI,30830,260,1/25/2024,1/25/2024,APPROVED
116283,116919,POD,,,,1/25/2024,COMPLETED
116283,116919,POD,,,,1/25/2024,COMPLETED
116283,116919,POD,,,,1/25/2024,COMPLETED
117103,117743,CI,117103,950,1/25/2024,1/25/2024,APPROVED
114401,115033,BL,,,,1/25/2024,COMPLETED
113594,114225,CI,30829,260,1/25/2024,1/25/2024,APPROVED
115531,116165,CI,12441,1200,1/24/2024,1/24/2024,APPROVED
112254,112880,CI,5375,3300,1/25/2024,1/25/2024,APPROVED
113596,114227,CI,30831,260,1/25/2024,1/25/2024,APPROVED
113597,114228,CI,30832,260,1/25/2024,1/25/2024,APPROVED
114817,115450,CI,2305,467,1/25/2024,1/25/2024,APPROVED
115274,115908,CI,102512,2500,1/25/2024,1/25/2024,APPROVED
114737,115370,CI,OTR-13917500,1550,1/25/2024,1/25/2024,APPROVED
116468,117104,CI,116468,1850,1/25/2024,1/25/2024,APPROVED
114005,114632,CI,1641,1100,1/25/2024,1/25/2024,APPROVED
108075,108690,WGT,,,,1/25/2024,COMPLETED
108075,108690,POD,,,,1/25/2024,COMPLETED
108075,108690,WGT,,,,1/25/2024,COMPLETED
108075,108690,WGT,,,,1/25/2024,COMPLETED
108075,108690,POD,,,,1/25/2024,COMPLETED
116051,116686,BL,,,,1/25/2024,COMPLETED
116499,117135,BL,,,,1/25/2024,COMPLETED
116051,116686,POD,,,,1/25/2024,COMPLETED
115845,116478,BL,,,,1/25/2024,COMPLETED
114203,114833,CI,1012558,1400,1/25/2024,1/25/2024,APPROVED
111832,,POD,,,,1/25/2024,COMPLETED
115171,115805,CI,64778,1563,1/25/2024,1/25/2024,APPROVED
115539,116173,POD,,,,1/25/2024,COMPLETED
116604,117241,CI,17524,400,1/25/2024,1/25/2024,APPROVED
113835,114462,CI,540027,1250,1/25/2024,1/25/2024,APPROVED
117130,117770,CI,12564,3300,1/25/2024,1/25/2024,APPROVED
117127,117767,CI,12567,1400,1/25/2024,1/25/2024,APPROVED
115669,116303,CI,1012490,3008.98,1/25/2024,1/25/2024,APPROVED
116051,116686,CI,10722,650,1/25/2024,1/25/2024,APPROVED
111919,112541,CI,DELTA-DASL-,900,1/25/2024,1/25/2024,APPROVED
115842,116475,POD,,,,1/26/2024,COMPLETED
117346,117988,CI,12591,3300,1/26/2024,1/26/2024,APPROVED
116843,117480,BL,,,,1/26/2024,COMPLETED
116843,117480,BL,,,,1/26/2024,COMPLETED
114112,114741,BL,,,,1/26/2024,COMPLETED
116843,117480,BL,,,,1/26/2024,COMPLETED
115242,115876,BL,,,,1/26/2024,COMPLETED
117463,118105,CI,12596,3300,1/26/2024,1/26/2024,APPROVED
116350,116986,POD,,,,1/26/2024,COMPLETED
117115,117755,POD,,,,1/26/2024,COMPLETED
117293,117933,CI,55457,850,1/26/2024,1/26/2024,APPROVED
117115,117755,WGT,,,,1/26/2024,COMPLETED
115899,116534,POD,,,,1/26/2024,COMPLETED
115901,116536,POD,,,,1/26/2024,COMPLETED
115246,115880,CI,115246,4450,1/26/2024,1/26/2024,APPROVED
117345,117987,CI,12593,3300,1/26/2024,1/26/2024,APPROVED
116199,116835,POD,,,,1/26/2024,COMPLETED
115007,115641,POD,,,,1/26/2024,COMPLETED
117129,117769,CI,12571,3300,1/26/2024,1/26/2024,APPROVED
117090,117729,CI,39546,700,1/25/2024,1/25/2024,APPROVED
117175,117815,CI,39550,1100,1/25/2024,1/25/2024,APPROVED
117225,117865,CI,151200,450,1/26/2024,1/26/2024,APPROVED
116842,117479,CI,39547,700,1/25/2024,1/25/2024,APPROVED
113217,113850,CI,24-130H,800,1/25/2024,1/25/2024,APPROVED
106961,107570,CI,18774,1225,1/26/2024,1/26/2024,APPROVED
114839,115472,CI,IN-0000014580-01,1400,1/25/2024,1/25/2024,APPROVED
116618,117255,POD,,,,1/26/2024,COMPLETED
116500,117136,POD,,,,1/26/2024,COMPLETED
117340,117982,BL,,,,1/26/2024,COMPLETED
117340,117982,WGT,,,,1/26/2024,COMPLETED
116288,116924,POD,,,,1/26/2024,COMPLETED
116474,117110,CI,116474,565,1/26/2024,1/26/2024,APPROVED
115909,116543,POD,,,,1/26/2024,COMPLETED
117349,117991,BL,,,,1/26/2024,COMPLETED
114230,114860,BL,,,,1/24/2024,COMPLETED
117349,117991,WGT,,,,1/26/2024,COMPLETED
115638,116272,BL,,,,1/26/2024,COMPLETED
115524,116158,POD,,,,1/26/2024,COMPLETED
116338,116974,BL,,,,1/26/2024,COMPLETED
114182,114812,POD,,,,1/26/2024,COMPLETED
117913,118555,BL,,,,1/26/2024,COMPLETED
114082,114710,POD,,,,1/26/2024,COMPLETED
117274,117914,CI,612,1399,1/26/2024,1/26/2024,APPROVED
115858,116492,CI,1749,1475,1/26/2024,1/26/2024,APPROVED
116597,117234,CI,2584,1450,1/26/2024,1/26/2024,APPROVED
116083,116718,CI,39549,550,1/25/2024,1/25/2024,APPROVED
117072,117711,CI,117072,1700,1/26/2024,1/26/2024,APPROVED
94152,94704,CI,1965,525,1/26/2024,1/26/2024,APPROVED
115413,116047,POD,,,,1/24/2024,COMPLETED
115161,115795,POD,,,,1/26/2024,COMPLETED
114447,115079,POD,,,,1/26/2024,COMPLETED
115839,116471,POD,,,,1/26/2024,COMPLETED
117906,118548,CI,340,650,1/26/2024,1/26/2024,APPROVED
116072,116707,CI,5184,3500,1/26/2024,1/26/2024,APPROVED
117528,118170,POD,,,,1/26/2024,COMPLETED
116482,117118,POD,,,,1/26/2024,COMPLETED
115670,116304,CI,5179,3500,1/26/2024,1/26/2024,APPROVED
114275,114905,BL,,,,1/26/2024,COMPLETED
117050,117689,CI,43726,3200,1/26/2024,1/26/2024,APPROVED
116340,116976,CI,1214,1425,1/26/2024,1/26/2024,APPROVED - AUTO
116340,116976,POD,,,,1/26/2024,COMPLETED
116277,116913,CI,1012594,550,1/26/2024,1/26/2024,APPROVED
116618,117255,CI,447740,1250,1/26/2024,1/26/2024,APPROVED
116386,117022,CI,116386,750,1/26/2024,1/26/2024,APPROVED
117343,117985,CI,12592,1400,1/26/2024,1/26/2024,APPROVED
116591,117227,BL,,,,1/26/2024,COMPLETED
115352,115986,POD,,,,1/26/2024,COMPLETED
116271,116907,POD,,,,1/26/2024,COMPLETED
109244,109865,BL,,,,1/26/2024,COMPLETED
117374,118016,CI,39548,1000,1/25/2024,1/25/2024,APPROVED
117911,118553,POD,,,,1/26/2024,COMPLETED
115719,116353,CI,291086,150,1/26/2024,1/26/2024,APPROVED - AUTO
117915,118557,POD,,,,1/26/2024,COMPLETED
115861,116495,CI,LF4133,650,1/26/2024,1/26/2024,APPROVED
117489,118131,POD,,,,1/26/2024,COMPLETED
116472,117108,CI,HT01-0279,600,1/26/2024,1/26/2024,APPROVED
116076,116711,POD,,,,1/25/2024,COMPLETED
116076,116711,BL,,,,1/25/2024,COMPLETED
116237,116873,CI,HT01-0280,1100,1/26/2024,1/26/2024,APPROVED
115729,116362,CI,2394,1850,1/26/2024,1/26/2024,APPROVED
115861,116495,BL,,,,1/26/2024,COMPLETED
115863,116497,POD,,,,1/26/2024,COMPLETED
115862,116496,POD,,,,1/26/2024,COMPLETED
114518,115151,BL,,,,1/26/2024,COMPLETED
116928,117565,BL,,,,1/26/2024,COMPLETED
116223,116859,POD,,,,1/26/2024,COMPLETED
114628,115261,POD,,,,1/26/2024,COMPLETED
114741,115374,BL,,,,1/26/2024,COMPLETED
114628,115261,POD,,,,1/26/2024,COMPLETED
117207,117847,BL,,,,1/26/2024,COMPLETED
117212,117852,BL,,,,1/26/2024,COMPLETED
117212,117852,WGT,,,,1/26/2024,COMPLETED
112278,,POD,,,,1/26/2024,COMPLETED
116294,116930,BL,,,,1/26/2024,COMPLETED
112372,112999,BL,,,,1/26/2024,COMPLETED
117293,117933,BL,,,,1/26/2024,COMPLETED
117293,117933,WGT,,,,1/26/2024,COMPLETED
116931,117568,CI,39561,300,1/25/2024,1/25/2024,APPROVED
116762,117399,POD,,,,1/26/2024,COMPLETED
115715,116349,BL,,,,1/26/2024,COMPLETED
113524,114155,BL,,,,1/26/2024,COMPLETED
115246,115880,BL,,,,1/26/2024,COMPLETED
117206,117846,POD,,,,1/26/2024,COMPLETED
114518,115151,CI,114518,1000,1/26/2024,1/26/2024,APPROVED
117482,118124,POD,,,,1/26/2024,COMPLETED
117212,117852,CI,55456,850,1/26/2024,1/26/2024,APPROVED
117486,118128,POD,,,,1/25/2024,COMPLETED
117486,118128,WGT,,,,1/25/2024,COMPLETED
117340,117982,CI,151207,450,1/26/2024,1/26/2024,APPROVED
114481,115114,BL,,,,1/26/2024,COMPLETED
116591,117227,BL,,,,1/26/2024,COMPLETED
115877,116511,BL,,,,1/26/2024,COMPLETED
115162,115796,POD,,,,1/26/2024,COMPLETED
116816,117453,CI,K77,1900,1/26/2024,1/26/2024,APPROVED - AUTO
117162,117802,BL,,,,1/26/2024,COMPLETED
117274,117914,POD,,,,1/26/2024,COMPLETED
116816,117453,BL,,,,1/26/2024,COMPLETED
114230,114860,CI,114230,2927,1/24/2024,1/24/2024,APPROVED
115774,116407,POD,,,,1/26/2024,COMPLETED
114519,115152,BL,,,,1/26/2024,COMPLETED
114478,115111,BL,,,,1/26/2024,COMPLETED
116093,116728,BL,,,,1/26/2024,COMPLETED
113051,113682,POD,,,,1/26/2024,COMPLETED
115714,116348,POD,,,,1/26/2024,COMPLETED
114741,115374,POD,,,,1/26/2024,COMPLETED
114480,115113,BL,,,,1/26/2024,COMPLETED
117915,118557,BL,,,,1/26/2024,COMPLETED
117216,117856,BL,,,,1/26/2024,COMPLETED
117216,117856,WGT,,,,1/26/2024,COMPLETED
116386,117022,BL,,,,1/26/2024,COMPLETED
114748,115381,BL,,,,1/26/2024,COMPLETED
114465,115098,BL,,,,1/26/2024,COMPLETED
115399,116033,CI,OTR-13921992,1750,1/25/2024,1/25/2024,APPROVED
115085,115719,CI,OTR-13922078,1000,1/26/2024,1/26/2024,APPROVED
117520,118162,CI,39563,550,1/25/2024,1/25/2024,APPROVED
116283,116919,CI,39556,395,1/25/2024,1/25/2024,APPROVED
113976,114603,CI,51022,1115,1/25/2024,1/25/2024,APPROVED
116927,117564,CI,39557,650,1/25/2024,1/25/2024,APPROVED
117244,117884,CI,39559,300,1/25/2024,1/25/2024,APPROVED
114976,115610,CI,293534,2070,1/26/2024,1/26/2024,APPROVED
116906,117543,BL,,,,1/26/2024,COMPLETED
116779,117416,CI,10706,3000,1/26/2024,1/26/2024,APPROVED
116906,117543,WGT,,,,1/26/2024,COMPLETED
117243,117883,CI,39558,300,1/25/2024,1/25/2024,APPROVED
110935,111559,POD,,,,1/26/2024,COMPLETED
117225,117865,BL,,,,1/26/2024,COMPLETED
117225,117865,WGT,,,,1/26/2024,COMPLETED
115638,116272,CI,115638,864,1/26/2024,1/26/2024,APPROVED
116608,117245,POD,,,,1/26/2024,COMPLETED
117805,118447,CI,AJ01-0218,600,1/26/2024,1/26/2024,APPROVED
117745,118388,CI,117745,1500,1/26/2024,1/26/2024,APPROVED
110048,110667,CI,151042,1000,1/26/2024,1/26/2024,APPROVED
116498,117134,CI,87880,4600,1/26/2024,1/26/2024,APPROVED
106961,107570,POD,,,,1/26/2024,COMPLETED
116610,117247,POD,,,,1/26/2024,COMPLETED
115723,116357,POD,,,,1/26/2024,COMPLETED
113885,114512,POD,,,,1/26/2024,COMPLETED
114768,115401,POD,,,,1/26/2024,COMPLETED
116338,116974,BL,,,,1/26/2024,COMPLETED
115085,115719,POD,,,,1/26/2024,COMPLETED
116597,117234,POD,,,,1/26/2024,COMPLETED
107771,108383,BL,,,,1/26/2024,COMPLETED
116474,117110,POD,,,,1/26/2024,COMPLETED
107771,108383,BL,,,,1/26/2024,COMPLETED
115464,116098,POD,,,,1/26/2024,COMPLETED
114086,114715,POD,,,,1/26/2024,COMPLETED
116482,117118,POD,,,,1/26/2024,COMPLETED
115858,116492,BL,,,,1/26/2024,COMPLETED
113885,114512,POD,,,,1/26/2024,COMPLETED
117072,117711,POD,,,,1/26/2024,COMPLETED
114543,115176,BL,,,,1/26/2024,COMPLETED
114543,115176,BL,,,,1/26/2024,COMPLETED
116387,117023,BL,,,,1/26/2024,COMPLETED
116741,117378,BL,,,,1/26/2024,COMPLETED
117906,118548,BL,,,,1/26/2024,COMPLETED
114939,115573,BL,,,,1/26/2024,COMPLETED
117716,118358,WGT,,,,1/26/2024,COMPLETED
117716,118358,BL,,,,1/26/2024,COMPLETED
114939,115573,BL,,,,1/26/2024,COMPLETED
117849,118491,BL,,,,1/26/2024,COMPLETED
117346,117988,BL,,,,1/26/2024,COMPLETED
117463,118105,BL,,,,1/26/2024,COMPLETED
117345,117987,BL,,,,1/26/2024,COMPLETED
115673,116307,CI,K73,1900,1/26/2024,1/26/2024,APPROVED - AUTO
115673,116307,POD,,,,1/26/2024,COMPLETED
116762,117399,CI,116762,700,1/26/2024,1/26/2024,APPROVED
117129,117769,BL,,,,1/26/2024,COMPLETED
116045,116680,BL,,,,1/26/2024,COMPLETED
114850,115483,POD,,,,1/26/2024,COMPLETED
113839,114466,POD,,,,1/26/2024,COMPLETED
116472,117108,WGT,,,,1/26/2024,COMPLETED
116472,117108,BL,,,,1/26/2024,COMPLETED
114983,,BL,,,,1/26/2024,COMPLETED
117206,117846,CI,117206,700,1/26/2024,1/26/2024,APPROVED
117526,118168,BL,,,,1/26/2024,COMPLETED
112520,113149,BL,,,,1/26/2024,COMPLETED
117482,118124,CI,117482,700,1/26/2024,1/26/2024,APPROVED
116293,116929,POD,,,,1/26/2024,COMPLETED
116862,117499,BL,,,,1/26/2024,COMPLETED
115900,116535,POD,,,,1/26/2024,COMPLETED
116293,116929,POD,,,,1/26/2024,COMPLETED
116277,116913,BL,,,,1/26/2024,COMPLETED
117050,117689,BL,,,,1/26/2024,COMPLETED
114939,115573,BL,,,,1/26/2024,COMPLETED
114543,115176,CI,2076,1452.65,1/26/2024,1/26/2024,APPROVED
115162,115796,CI,115162,1400,1/26/2024,1/26/2024,APPROVED
115828,116461,BL,,,,1/26/2024,COMPLETED
116237,116873,POD,,,,1/26/2024,COMPLETED
116237,116873,BL,,,,1/26/2024,COMPLETED
115006,115640,POD,,,,1/26/2024,COMPLETED
117351,117993,BL,,,,1/26/2024,COMPLETED
117351,117993,WGT,,,,1/26/2024,COMPLETED
117351,117993,BL,,,,1/26/2024,COMPLETED
115904,116539,POD,,,,1/26/2024,COMPLETED
115905,116540,POD,,,,1/26/2024,COMPLETED
114768,115401,CI,114768,450,1/26/2024,1/26/2024,APPROVED
117716,118358,CI,HT010281,600,1/26/2024,1/26/2024,APPROVED
115713,116347,POD,,,,1/26/2024,COMPLETED
115902,116537,POD,,,,1/26/2024,COMPLETED
116627,117264,POD,,,,1/26/2024,COMPLETED
116654,117291,POD,,,,1/26/2024,COMPLETED
114159,114789,POD,,,,1/26/2024,COMPLETED
115520,116154,POD,,,,1/26/2024,COMPLETED
114976,115610,POD,,,,1/26/2024,COMPLETED
117337,117979,POD,,,,1/26/2024,COMPLETED
117070,117709,POD,,,,1/26/2024,COMPLETED
115546,116180,POD,,,,1/26/2024,COMPLETED
100327,100899,POD,,,,1/26/2024,COMPLETED
116993,117632,POD,,,,1/26/2024,COMPLETED
100327,100899,POD,,,,1/26/2024,COMPLETED
116779,117416,POD,,,,1/26/2024,COMPLETED
117216,117856,CI,151118,450,1/26/2024,1/26/2024,APPROVED
116156,116791,POD,,,,1/26/2024,COMPLETED
116613,117250,POD,,,,1/26/2024,COMPLETED
117805,118447,POD,,,,1/26/2024,COMPLETED
115750,116383,POD,,,,1/26/2024,COMPLETED
117805,118447,WGT,,,,1/26/2024,COMPLETED
115902,116537,CI,115902,450,1/26/2024,1/26/2024,APPROVED
116627,117264,CI,119003,1350,1/26/2024,1/26/2024,APPROVED
94287,94840,POD,,,,1/26/2024,COMPLETED
117070,117709,CI,117070,1375,1/26/2024,1/26/2024,APPROVED
116156,116791,CI,116156,1200,1/26/2024,1/26/2024,APPROVED
116613,117250,CI,1349,900,1/26/2024,1/26/2024,APPROVED
117368,118010,BL,,,,1/26/2024,COMPLETED
114850,115483,POD,,,,1/26/2024,COMPLETED
116479,117115,POD,,,,1/26/2024,COMPLETED
114693,115326,POD,,,,1/26/2024,COMPLETED
113816,114443,BL,,,,1/26/2024,COMPLETED
117574,118216,POD,,,,1/26/2024,COMPLETED
112456,113085,POD,,,,1/26/2024,COMPLETED
114693,115326,POD,,,,1/26/2024,COMPLETED
117574,118216,WGT,,,,1/26/2024,COMPLETED
117220,117860,POD,,,,1/26/2024,COMPLETED
115237,115871,POD,,,,1/26/2024,COMPLETED
117167,117807,POD,,,,1/26/2024,COMPLETED
117745,118388,POD,,,,1/26/2024,COMPLETED
116215,116851,BL,,,,1/26/2024,COMPLETED
116332,116968,POD,,,,1/26/2024,COMPLETED
117069,117708,POD,,,,1/26/2024,COMPLETED
117574,118216,POD,,,,1/26/2024,COMPLETED
116601,117238,POD,,,,1/26/2024,COMPLETED
117574,118216,WGT,,,,1/26/2024,COMPLETED
116847,117484,POD,,,,1/26/2024,COMPLETED
114732,115365,POD,,,,1/26/2024,COMPLETED
115520,116154,CI,OTR-13924936,1450,1/26/2024,1/26/2024,APPROVED
112953,113584,POD,,,,1/26/2024,COMPLETED
110048,110667,BL,,,,1/26/2024,COMPLETED
115839,116471,POD,,,,1/26/2024,COMPLETED
115861,116495,POD,,,,1/26/2024,COMPLETED
100322,100894,BL,,,,1/26/2024,COMPLETED
116097,116732,POD,,,,1/26/2024,COMPLETED
114421,115053,CI,114421,1385,1/26/2024,1/26/2024,APPROVED - AUTO
115359,115993,POD,,,,1/26/2024,COMPLETED
114421,115053,POD,,,,1/26/2024,COMPLETED
113816,114443,CI,WKW-115813,2390,1/26/2024,1/26/2024,APPROVED
117728,118371,BL,,,,1/26/2024,COMPLETED
116919,117556,POD,,,,1/26/2024,COMPLETED
117069,117708,CI,117069,1375,1/26/2024,1/26/2024,APPROVED
109244,109865,CI,BJW-103027,1200,1/26/2024,1/26/2024,APPROVED
114732,115365,CI,48495,700,1/26/2024,1/26/2024,APPROVED
115557,116191,POD,,,,1/26/2024,COMPLETED
114939,115573,POD,,,,1/26/2024,COMPLETED
114465,115098,POD,,,,1/26/2024,COMPLETED
116498,117134,POD,,,,1/26/2024,COMPLETED
116608,117245,POD,,,,1/26/2024,COMPLETED
113524,114155,CI,371443,950,1/26/2024,1/26/2024,APPROVED
114086,114715,CI,1432,3100,1/26/2024,1/26/2024,APPROVED
116387,117023,CI,116387,850,1/26/2024,1/26/2024,APPROVED
114748,115381,CI,151180,1050,1/26/2024,1/26/2024,APPROVED
116741,117378,CI,8181,3200,1/26/2024,1/26/2024,APPROVED
116906,117543,CI,151021,450,1/26/2024,1/26/2024,APPROVED
117730,118373,POD,,,,1/26/2024,COMPLETED
116134,116769,BL,,,,1/29/2024,COMPLETED
117538,118180,BL,,,,1/29/2024,COMPLETED
112019,112642,POD,,,,1/30/2024,COMPLETED
116122,116757,BL,,,,1/29/2024,COMPLETED
116352,116988,POD,,,,1/29/2024,COMPLETED
116628,117265,POD,,,,1/29/2024,COMPLETED
117352,117994,POD,,,,1/29/2024,COMPLETED
116802,117439,BL,,,,1/29/2024,COMPLETED
117188,117828,POD,,,,1/29/2024,COMPLETED
115557,116191,POD,,,,1/29/2024,COMPLETED
117324,117965,BL,,,,1/29/2024,COMPLETED
116368,117004,BL,,,,1/29/2024,COMPLETED
115863,116497,POD,,,,1/29/2024,COMPLETED
116318,116954,BL,,,,1/29/2024,COMPLETED
115888,116523,POD,,,,1/29/2024,COMPLETED
117679,118321,CI,33844,150,1/29/2024,1/29/2024,APPROVED - AUTO
116316,116952,BL,,,,1/29/2024,COMPLETED
116090,116725,POD,,,,1/29/2024,COMPLETED
117159,117799,BL,,,,1/29/2024,COMPLETED
117766,118409,BL,,,,1/29/2024,COMPLETED
117417,118059,BL,,,,1/29/2024,COMPLETED
117417,118059,BL,,,,1/29/2024,COMPLETED
116316,116952,BL,,,,1/29/2024,COMPLETED
115862,116496,POD,,,,1/29/2024,COMPLETED
116369,117005,BL,,,,1/29/2024,COMPLETED
116314,116950,BL,,,,1/29/2024,COMPLETED
115278,115912,POD,,,,1/29/2024,COMPLETED
116812,117449,BL,,,,1/29/2024,COMPLETED
118197,118839,BL,,,,1/29/2024,COMPLETED
115352,115986,CI,115352,850,1/26/2024,1/26/2024,APPROVED
116065,116700,BL,,,,1/29/2024,COMPLETED
116309,116945,BL,,,,1/29/2024,COMPLETED
116309,116945,BL,,,,1/29/2024,COMPLETED
117720,118362,BL,,,,1/29/2024,COMPLETED
116594,117231,POD,,,,1/26/2024,COMPLETED
118198,118840,BL,,,,1/29/2024,COMPLETED
117514,118156,POD,,,,1/29/2024,COMPLETED
115104,115738,POD,,,,1/29/2024,COMPLETED
116329,116965,POD,,,,1/27/2024,COMPLETED
115104,115738,WGT,,,,1/29/2024,COMPLETED
114642,115275,POD,,,,1/29/2024,COMPLETED
117721,118363,BL,,,,1/29/2024,COMPLETED
115358,115992,POD,,,,1/27/2024,COMPLETED
116327,116963,POD,,,,1/29/2024,COMPLETED
117302,117942,POD,,,,1/29/2024,COMPLETED
115104,115738,CI,37016,1000,1/22/2024,1/29/2024,APPROVED - AUTO
113840,114467,CI,113840,450,1/29/2024,1/29/2024,APPROVED - AUTO
115358,115992,CI,1454,905.85,1/26/2024,1/27/2024,APPROVED - AUTO
116089,116724,POD,,,,1/29/2024,COMPLETED
115799,116432,POD,,,,1/29/2024,COMPLETED
116327,116963,POD,,,,1/29/2024,COMPLETED
115563,116197,POD,,,,1/29/2024,COMPLETED
116089,116724,BL,,,,1/29/2024,COMPLETED
114743,115376,POD,,,,1/27/2024,COMPLETED
118174,118816,BL,,,,1/29/2024,COMPLETED
116944,117582,POD,,,,1/29/2024,COMPLETED
117163,117803,CI,Z76,2000,1/29/2024,1/29/2024,APPROVED - AUTO
116944,117582,BL,,,,1/29/2024,COMPLETED
116819,117456,POD,,,,1/29/2024,COMPLETED
117920,118562,POD,,,,1/29/2024,COMPLETED
117163,117803,BL,,,,1/29/2024,COMPLETED
117328,117969,WGT,,,,1/29/2024,COMPLETED
116121,116756,POD,,,,1/29/2024,COMPLETED
117328,117969,BL,,,,1/29/2024,COMPLETED
116944,117582,BL,,,,1/29/2024,COMPLETED
115893,116528,POD,,,,1/29/2024,COMPLETED
116840,117477,CI,Z75,1500,1/29/2024,1/29/2024,APPROVED - AUTO
117283,117923,BL,,,,1/29/2024,COMPLETED
116117,116752,POD,,,,1/29/2024,COMPLETED
117283,117923,WGT,,,,1/29/2024,COMPLETED
116840,117477,BL,,,,1/29/2024,COMPLETED
117283,117923,WGT,,,,1/29/2024,COMPLETED
117285,117925,POD,,,,1/29/2024,COMPLETED
116701,117338,WGT,,,,1/29/2024,COMPLETED
117113,117753,POD,,,,1/29/2024,COMPLETED
116701,117338,BL,,,,1/29/2024,COMPLETED
117113,117753,POD,,,,1/29/2024,COMPLETED
117134,117774,BL,,,,1/29/2024,COMPLETED
117284,117924,POD,,,,1/29/2024,COMPLETED
116899,117536,BL,,,,1/29/2024,COMPLETED
116261,116897,POD,,,,1/29/2024,COMPLETED
116899,117536,BL,,,,1/29/2024,COMPLETED
115557,116191,CI,LF4139,675,1/29/2024,1/29/2024,APPROVED
115863,116497,CI,LF4140,790,1/29/2024,1/29/2024,APPROVED
115862,116496,CI,LF4136,850,1/29/2024,1/29/2024,APPROVED
117851,118493,WGT,,,,1/29/2024,COMPLETED
117851,118493,BL,,,,1/29/2024,COMPLETED
117851,118493,BL,,,,1/29/2024,COMPLETED
117771,118414,CI,14187,1555,1/29/2024,1/29/2024,APPROVED
117781,118423,CI,22288,150,1/26/2024,1/26/2024,APPROVED
117097,117737,BL,,0,1/29/2024,1/29/2024,COMPLETED
116662,117299,CI,155674,700,1/29/2024,1/29/2024,APPROVED
117320,117960,BL,,0,1/29/2024,1/29/2024,COMPLETED
116145,116780,POD,,,,1/29/2024,COMPLETED
112529,113158,CI,RM67,1800,1/24/2024,1/24/2024,APPROVED - AUTO
112529,113158,POD,,,,1/24/2024,COMPLETED
117665,118307,POD,,,,1/27/2024,COMPLETED
117241,117881,BL,,,,1/29/2024,COMPLETED
117082,117721,POD,,,,1/29/2024,COMPLETED
117120,117760,BL,,,,1/29/2024,COMPLETED
116071,116706,POD,,,,1/29/2024,COMPLETED
117318,117958,POD,,,,1/28/2024,COMPLETED
117942,118584,POD,,,,1/28/2024,COMPLETED
115921,116556,CI,115921,450,1/29/2024,1/29/2024,APPROVED
117722,118364,BL,,0,1/29/2024,1/29/2024,COMPLETED
115658,116292,BL,,,,1/29/2024,COMPLETED
116941,117579,BL,,,,1/29/2024,COMPLETED
116117,116752,CI,JLR105401,446,1/29/2024,1/29/2024,APPROVED
114980,115614,CI,76FV,300,1/29/2024,1/29/2024,APPROVED
116368,117004,CI,220518,75,1/29/2024,1/29/2024,APPROVED
116345,116981,POD,,,,1/29/2024,COMPLETED
116345,116981,BL,,,,1/29/2024,COMPLETED
115409,116043,CI,75FV,300,1/29/2024,1/29/2024,APPROVED
116318,116954,CI,220515,325,1/29/2024,1/29/2024,APPROVED
112740,113369,POD,,,,1/29/2024,COMPLETED
116424,117060,CI,12507,300,1/29/2024,1/29/2024,APPROVED
116058,116693,BL,,,,1/29/2024,COMPLETED
116058,116693,BL,,,,1/29/2024,COMPLETED
