117068,117707,FACT,,,,2024-01-24
114962,115596,NOA,,,,2024-01-24
117068,117707,NOA,,,,2024-01-24
115356,115990,RCF,,,,2024-01-24
97142,,RCF,,,,2024-01-24
115356,115990,BL,,,,2024-01-24
115356,115990,BL,,,,2024-01-24
115356,115990,MISC,,,,2024-01-24
115356,115990,MISC,,,,2024-01-24
114962,115596,RCF,,,,2024-01-24
115806,116439,RCF,,,,2024-01-24
115385,116019,NOA,,,,2024-01-24
117068,117707,RCF,,,,2024-01-24
115806,116439,POD,,,,2024-01-24
114962,115596,BL,,,,2024-01-24
115385,116019,NOA,,,,2024-01-24
117068,117707,POD,,,,2024-01-24
115296,115930,RCF,,,,2024-01-24
116465,117101,FACT,,,,2024-01-24
114844,115477,FACT,,,,2024-01-24
114578,115211,RCF,,,,2024-01-24
116465,117101,NOA,,,,2024-01-24
114844,115477,NOA,,,,2024-01-24
114578,115211,POD,,,,2024-01-24
114844,115477,RCF,,,,2024-01-24
115296,115930,BL,,,,2024-01-24
117131,117771,FACT,,,,2024-01-24
116465,117101,RCF,,,,2024-01-24
116129,116764,NOA,,,,2024-01-24
114844,115477,RCF,,,,2024-01-24
117131,117771,LOR,,,,2024-01-24
116465,117101,POD,,,,2024-01-24
117131,117771,NOA,,,,2024-01-24
110973,111598,RCF,,,,2024-01-24
110973,111598,POD,,,,2024-01-24
114844,115477,POD,,,,2024-01-24
115737,116370,FACT,,,,2024-01-24
112529,,FACT,,,,2024-01-24
115737,116370,NOA,,,,2024-01-24
116129,116764,RCF,,,,2024-01-24
112529,,NOA,,,,2024-01-24
117131,117771,RCF,,,,2024-01-24
116129,116764,POD,,,,2024-01-24
114844,115477,POD,,,,2024-01-24
117131,117771,BL,,,,2024-01-24
43913,,NOA,,,,2024-01-24
115737,116370,POD,,,,2024-01-24
43913,,NOA,,,,2024-01-24
115737,116370,RCF,,,,2024-01-24
116087,116722,FACT,,,,2024-01-24
116704,117341,RCF,,,,2024-01-24
114524,115157,RCF,,,,2024-01-24
116087,116722,NOA,,,,2024-01-24
116087,116722,LOR,,,,2024-01-24
114524,115157,POD,,,,2024-01-24
116461,117097,RCF,,,,2024-01-24
114524,115157,RCF,,,,2024-01-24
114524,115157,POD,,,,2024-01-24
116461,117097,POD,,,,2024-01-24
116276,,FACT,,,,2024-01-24
116243,116879,POD,,,,2024-01-24
116276,,NOA,,,,2024-01-24
116087,116722,RCF,,,,2024-01-24
116704,117341,POD,,,,2024-01-24
116087,116722,BL,,,,2024-01-24
114806,115439,FACT,,,,2024-01-24
114806,115439,NOA,,,,2024-01-24
114806,115439,LOR,,,,2024-01-24
114806,115439,RCF,,,,2024-01-24
115212,115846,FACT,,,,2024-01-24
115212,115846,NOA,,,,2024-01-24
115212,115846,RCF,,,,2024-01-24
114806,115439,BL,,,,2024-01-24
115212,115846,POD,,,,2024-01-24
113547,114178,FACT,,,,2024-01-24
114230,,FACT,,,,2024-01-24
113547,114178,NOA,,,,2024-01-24
113547,114178,LOR,,,,2024-01-24
114230,,NOA,,,,2024-01-24
113547,114178,RCF,,,,2024-01-24
113547,114178,BL,,,,2024-01-24
116071,116706,POD,,,,2024-01-24
115275,115909,FACT,,,,2024-01-24
115275,115909,NOA,,,,2024-01-24
115275,115909,RCF,,,,2024-01-24
115275,115909,POD,,,,2024-01-24
554261,,NOA,,,,2024-01-24
114549,115182,FACT,,,,2024-01-24
116128,116763,NOA,,,,2024-01-24
114549,115182,NOA,,,,2024-01-24
114807,115440,FACT,,,,2024-01-24
114807,115440,NOA,,,,2024-01-24
114951,115585,RCF,,,,2024-01-24
103377,103965,RCF,,,,2024-01-24
114807,115440,LOR,,,,2024-01-24
114951,115585,POD,,,,2024-01-24
114549,115182,RCF,,,,2024-01-24
116128,116763,RCF,,,,2024-01-24
114807,115440,RCF,,,,2024-01-24
116128,116763,POD,,,,2024-01-24
0000000000,,NOA,,,,2024-01-24
116074,116709,NOA,,,,2024-01-24
114549,115182,POD,,,,2024-01-24
116074,116709,RCF,,,,2024-01-24
114807,115440,BL,,,,2024-01-24
116074,116709,POD,,,,2024-01-24
116116,116751,MISC,,0,2024-01-24,2024-01-24
116071,116706,POD,,0,2024-01-24,2024-01-24
115554,116188,MISC,,0,2024-01-24,2024-01-24
116298,116934,POD,,0,2024-01-24,2024-01-24
77336,77809,NOA,,0,2024-01-24,2024-01-24
77336,77809,NOA,,0,2024-01-24,2024-01-24
77336,77809,NOA,,0,2024-01-24,2024-01-24
77336,77809,NOA,,0,2024-01-24,2024-01-24
0000000000,,LOR,,,,2024-01-24
115392,116026,FACT,,,,2024-01-24
704797,,NOA,,,,2024-01-24
115392,116026,NOA,,,,2024-01-24
704797,,NOA,,,,2024-01-24
113330,113961,RCF,,,,2024-01-24
115672,116306,BL,,,,2024-01-24
114473,115106,FACT,,,,2024-01-24
113686,114317,FACT,,,,2024-01-24
115360,115994,POD,,,,2024-01-24
116596,117233,RCF,,,,2024-01-24
113686,114317,NOA,,,,2024-01-24
115672,116306,RCF,,,,2024-01-24
114473,115106,NOA,,,,2024-01-24
113330,113961,BL,,,,2024-01-24
115392,116026,RCF,,,,2024-01-24
115859,116493,FACT,,,,2024-01-24
116596,117233,POD,,,,2024-01-24
114473,115106,RCF,,,,2024-01-24
116268,116904,NOA,,,,2024-01-24
113686,114317,RCF,,,,2024-01-24
115859,116493,NOA,,,,2024-01-24
116268,116904,RCF,,,,2024-01-24
114473,115106,BL,,,,2024-01-24
113686,114317,POD,,,,2024-01-24
102216,102798,POD,,,,2024-01-24
115531,116165,FACT,,,,2024-01-24
102216,102798,POD,,,,2024-01-24
103377,103965,RCF,,,,2024-01-24
115859,116493,RCF,,,,2024-01-24
115531,116165,NOA,,,,2024-01-24
102216,102798,POD,,,,2024-01-24
115531,116165,LOR,,,,2024-01-24
116268,116904,POD,,,,2024-01-24
116695,117332,POD,,,,2024-01-24
115859,116493,POD,,,,2024-01-24
0000000000,,NOA,,,,2024-01-24
116695,117332,RCF,,,,2024-01-24
0000000000,,NOA,,,,2024-01-24
115531,116165,RCF,,,,2024-01-24
116060,116695,BL,,,,2024-01-24
115531,116165,MISC,,,,2024-01-24
58070,58468,NOA,,,,2024-01-24
58070,58468,NOA,,,,2024-01-24
116060,116695,RCF,,,,2024-01-24
102216,102798,POD,,,,2024-01-24
116060,116695,POD,,,,2024-01-24
116696,117333,POD,,,,2024-01-24
114394,115026,POD,,,,2024-01-24
115531,116165,BL,,,,2024-01-24
0000000000,,NOA,,,,2024-01-24
114394,115026,RCF,,,,2024-01-24
0000000000,,NOA,,,,2024-01-24
114080,114708,LOR,,,,2024-01-24
112725,113355,NOA,,,,2024-01-24
112725,113355,LOR,,,,2024-01-24
114080,114708,POD,,,,2024-01-24
112725,113355,NOA,,,,2024-01-24
112725,113355,LOR,,,,2024-01-24
114080,114708,RCF,,,,2024-01-24
115418,116052,RCF,,,,2024-01-24
116696,117333,RCF,,,,2024-01-24
116785,117422,FACT,,,,2024-01-24
116785,117422,NOA,,,,2024-01-24
116785,117422,LOR,,,,2024-01-24
116086,116721,RCF,,,,2024-01-24
116785,117422,RCF,,,,2024-01-24
115418,116052,POD,,,,2024-01-24
116086,116721,POD,,,,2024-01-24
116785,117422,BL,,,,2024-01-24
114106,114735,LOR,,,,2024-01-24
114106,114735,NOA,,,,2024-01-24
114106,114735,LOR,,,,2024-01-24
116173,,FACT,,,,2024-01-24
116173,,NOA,,,,2024-01-24
114776,115409,CI,114776,900,2024-01-24,2024-01-24
114667,115300,RCF,,,,2024-01-24
114667,115300,POD,,,,2024-01-24
116173,116808,RCF,,,,2024-01-24
116173,116808,BL,,,,2024-01-24
114968,115602,CI,8969566,2550,2024-01-24,2024-01-24
115797,116430,CI,4107072,675,2024-01-24,2024-01-24
116240,116876,CI,527151314,650,2024-01-24,2024-01-24
116850,117487,CI,55394,675,2024-01-24,2024-01-24
115392,116026,CI,796,3000,2024-01-24,2024-01-24
115819,116452,CI,42477,1000,2024-01-24,2024-01-24
113049,113680,CI,77336,500,2024-01-24,2024-01-24
116130,116765,CI,116130,3900,2024-01-24,2024-01-24
113686,114317,CI,GS0158,2600,2024-01-24,2024-01-24
114080,114708,CI,114080,1000,2024-01-24,2024-01-24
116589,117225,CI,1191,1850,2024-01-24,2024-01-24
115108,115742,CI,OTR-13900558,1150,2024-01-24,2024-01-24
113932,114559,CI,51020,1115,2024-01-24,2024-01-24
116339,116975,CI,2401-01824,150.00,2024-01-23,2024-01-24
115296,115930,CI,746152,1170,2024-01-24,2024-01-24
